day_of_week,driver_age,driver_sex,educational_level,driving_experience,vehicle_type,vehicle_owner,service_year,accident_area,lanes,road_allignment,junction_type,surface_type,road_surface_conditions,light_condition,weather_condition,collision_type,vehicles_involved,casualties,vehicle_movement,casualty_class,casualty_sex,casualty_age,casualty_severity,pedestrian_movement,accident_cause,hour,minute
6,1,2,1,1,1,4,1,6,3,6,1,1,1,1,3,9,2,1,5,1,2,2,3,6,2,5,29
5,1,2,5,2,5,4,3,8,5,6,1,1,1,4,1,9,2,1,3,1,2,2,2,6,4,19,41
3,1,2,1,1,1,4,4,6,3,8,1,1,1,1,3,9,4,1,5,4,3,6,4,6,2,22,46
3,5,2,5,3,5,4,3,8,3,6,1,1,1,4,3,3,3,2,3,3,2,3,3,7,1,18,1
5,2,2,5,1,9,4,6,7,2,6,1,1,1,4,3,9,2,2,3,1,2,2,3,6,1,11,14
7,5,2,3,1,9,4,4,8,7,4,2,1,1,4,3,9,1,1,3,1,2,1,2,6,4,12,1
7,5,2,5,2,1,4,6,7,3,6,2,1,1,4,3,1,1,1,5,4,3,6,4,6,2,16,21
2,2,2,5,4,1,4,2,10,3,6,1,1,1,4,3,3,1,1,4,4,3,6,4,6,12,20,26
3,1,1,5,2,1,4,2,10,5,2,6,1,1,4,1,9,2,2,3,2,2,2,3,6,13,14,51
4,5,2,5,4,9,4,6,7,2,6,2,1,4,4,9,2,2,3,8,3,1,2,3,2,17,16,16
7,1,2,5,3,6,4,6,10,5,6,8,5,4,4,3,7,3,4,3,4,3,6,4,6,8,10,16
4,1,2,5,2,12,4,6,8,5,6,8,1,1,1,3,3,2,7,4,2,1,4,2,6,2,5,47
7,5,2,2,3,1,4,6,8,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,12,20,33
5,1,2,5,3,6,4,6,7,3,6,8,1,1,1,8,9,2,1,10,1,2,2,3,6,2,20,31
7,3,2,5,3,10,4,6,2,3,4,8,1,4,4,3,9,2,1,5,1,2,1,3,6,11,9,41
2,1,2,5,3,9,4,4,3,3,4,6,1,1,4,3,9,2,1,4,4,3,6,4,6,6,15,5
3,1,2,3,1,1,4,6,7,5,6,2,1,4,4,3,2,2,2,3,1,2,2,3,6,11,13,1
7,2,2,5,2,6,4,3,3,5,6,1,1,4,4,5,9,2,1,3,4,3,6,4,6,1,8,31
7,1,2,5,5,6,4,3,10,5,6,8,1,1,4,3,9,2,1,3,3,2,5,3,2,2,12,51
3,1,2,2,3,1,1,6,8,4,6,8,1,1,4,3,3,2,1,3,2,2,5,3,6,4,17,13
6,1,2,5,3,9,4,2,10,1,6,1,5,1,4,3,9,2,1,3,2,2,3,3,6,14,12,46
7,1,2,5,3,6,4,6,8,3,6,8,1,1,4,3,3,2,1,3,1,1,1,3,6,5,17,26
2,1,2,3,2,12,4,6,10,3,6,1,1,1,4,3,9,1,1,3,2,1,5,3,6,2,12,41
5,5,2,5,4,1,4,6,10,5,6,2,1,4,1,5,9,2,1,3,1,2,2,3,6,13,20,32
2,1,2,5,1,11,4,2,8,3,6,2,1,4,4,5,7,3,2,3,3,2,4,3,6,2,18,51
3,5,2,5,1,1,4,4,8,7,6,8,1,4,4,3,9,3,4,5,3,2,4,3,6,2,16,31
7,2,2,2,3,6,4,6,7,3,7,8,1,4,3,5,7,2,1,3,3,2,4,3,3,11,7,51
5,1,2,5,3,1,4,6,7,7,6,8,1,1,1,3,9,1,1,3,3,2,1,2,7,1,20,17
4,1,2,5,1,6,4,6,7,3,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,2,10,33
3,5,1,1,3,6,4,3,8,7,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,1,5,31
3,2,2,2,4,1,1,6,10,7,6,2,1,1,4,3,9,2,2,3,3,1,2,3,2,10,16,11
4,5,2,5,4,8,4,3,5,7,6,2,1,4,4,3,3,2,1,2,4,3,6,4,6,11,12,1
1,5,1,2,2,16,4,6,5,5,6,1,1,4,1,5,9,3,1,10,4,3,6,4,6,11,24,46
1,3,2,3,2,12,4,6,10,3,6,8,1,4,4,9,9,3,1,10,4,3,6,4,6,4,13,6
3,1,2,5,3,8,4,6,3,3,6,8,3,4,4,3,9,2,1,3,1,2,2,3,6,2,10,48
7,1,2,2,3,4,4,5,4,5,6,2,3,1,4,3,9,3,1,3,1,2,2,3,6,2,8,41
2,3,2,5,5,3,4,6,8,2,6,8,1,1,1,3,9,2,1,5,4,3,6,4,6,4,23,11
5,4,2,5,5,13,4,6,8,5,6,8,1,4,1,5,9,3,2,4,1,2,3,3,6,3,21,21
7,1,2,3,2,15,4,3,3,7,6,1,1,1,1,4,9,2,1,3,3,1,2,3,2,17,9,1
1,5,1,2,1,4,4,2,10,3,6,1,1,1,4,3,9,1,1,4,1,2,1,3,6,11,13,51
7,1,2,5,2,1,4,6,7,3,6,8,1,1,4,3,9,1,1,8,3,1,5,3,1,11,18,44
7,2,2,5,5,15,4,6,8,5,6,2,3,1,4,3,2,1,1,4,1,2,1,3,6,13,17,52
7,1,2,5,2,8,4,2,8,3,7,2,1,1,4,3,9,3,1,4,4,3,6,4,6,4,8,21
6,2,2,5,3,12,4,1,8,7,4,8,1,1,1,3,9,3,1,3,1,1,1,3,6,11,16,37
1,4,2,5,3,8,4,1,7,3,6,8,1,1,4,3,9,2,3,3,4,3,6,4,6,10,21,31
4,1,2,3,1,13,4,6,8,3,6,1,1,1,1,3,9,2,3,10,4,3,6,4,6,14,3,36
4,4,2,2,3,11,4,6,8,5,6,1,1,4,1,3,9,2,2,5,1,2,5,3,6,12,18,23
1,3,2,5,3,1,4,6,7,3,6,8,1,1,4,3,3,3,2,10,1,2,1,3,6,10,21,56
5,3,2,5,3,9,4,6,7,3,7,8,1,1,4,3,9,2,1,3,4,3,6,4,6,1,8,1
3,2,2,5,4,11,4,1,7,5,6,2,1,1,4,3,4,2,1,3,3,2,5,3,7,1,12,23
4,2,2,5,3,8,4,6,8,3,6,1,1,1,1,3,9,2,4,4,3,2,5,3,6,1,2,31
3,1,2,3,2,15,4,6,7,3,6,2,1,4,4,3,9,2,1,3,1,2,4,3,6,2,17,17
3,3,2,3,4,10,4,6,3,5,6,2,1,4,1,5,9,2,1,3,1,2,2,3,6,2,20,11
7,4,2,5,5,1,1,6,8,3,6,2,1,1,4,8,9,2,1,3,4,3,6,4,6,20,12,56
5,1,2,5,2,16,4,3,10,2,6,2,1,1,4,3,9,2,1,2,3,2,5,3,7,11,8,11
2,1,2,2,3,13,4,6,8,3,6,8,1,4,4,5,9,2,2,3,2,2,5,2,6,14,20,21
2,1,2,5,1,6,4,6,8,3,6,1,1,4,4,3,3,1,2,3,4,3,6,4,6,12,17,51
3,1,2,2,1,7,4,4,10,3,6,2,1,1,4,3,9,1,1,3,3,1,2,3,2,10,17,26
6,4,2,5,3,10,4,2,8,5,6,1,1,4,4,9,1,1,1,4,1,2,2,3,6,11,19,46
2,1,2,5,3,1,4,4,8,5,6,8,1,1,4,3,3,2,2,3,1,1,3,3,6,2,17,11
5,5,1,2,5,5,4,2,8,5,6,2,1,1,1,3,9,2,4,5,1,1,2,3,6,4,24,1
1,3,2,3,4,13,1,5,10,5,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,11,17,10
7,3,2,5,2,1,4,6,3,3,6,2,1,4,1,4,9,2,1,3,4,3,6,4,6,1,8,31
4,5,1,5,3,6,4,6,7,3,6,2,1,1,1,3,9,4,2,10,1,2,1,3,6,1,3,13
2,3,2,5,1,6,4,4,7,5,6,1,1,1,4,3,3,3,4,3,1,2,1,3,6,13,17,33
5,3,2,5,2,1,1,6,7,3,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,11,16,31
4,1,2,5,2,6,4,4,7,5,6,8,1,4,4,5,9,2,3,4,1,1,1,3,6,1,12,25
5,2,2,5,3,6,4,6,8,5,6,2,1,1,1,3,9,2,1,3,4,3,6,4,6,11,20,48
1,1,2,2,3,1,4,4,7,7,8,8,1,1,1,3,9,2,2,3,1,2,4,3,6,8,22,6
7,2,2,7,2,6,4,1,8,7,4,2,1,1,4,3,7,2,1,3,4,3,6,4,6,2,11,49
6,3,2,5,4,6,4,6,8,2,6,6,1,1,4,3,9,1,1,1,2,1,5,3,6,13,16,16
5,1,2,1,4,16,1,3,3,3,6,2,1,1,4,3,9,2,2,2,1,2,1,3,6,4,16,10
5,1,2,5,6,1,4,6,7,5,6,8,1,4,1,5,9,2,1,4,4,3,6,4,6,11,18,1
1,5,1,5,3,8,4,1,7,5,6,2,1,1,4,8,9,2,1,3,2,1,5,3,6,12,16,21
3,4,2,6,4,1,4,2,8,3,6,8,1,1,1,3,2,2,3,3,4,3,6,4,6,6,24,36
5,3,2,5,3,14,4,6,7,5,6,2,1,1,4,3,9,2,1,3,1,2,2,3,6,10,14,46
7,2,2,1,1,6,1,6,3,3,6,8,1,1,4,3,3,2,1,3,1,2,1,3,6,1,19,3
1,1,2,2,2,6,4,6,8,7,6,8,1,1,4,3,9,3,1,3,1,1,4,3,6,13,16,53
6,3,2,5,1,6,1,2,2,3,6,2,1,4,4,5,9,2,4,8,1,2,1,3,6,4,19,33
7,1,2,5,3,8,2,4,8,3,6,1,1,4,4,5,3,2,1,3,4,3,6,4,6,3,8,51
1,2,2,5,5,1,4,6,10,7,6,2,1,1,1,3,7,2,1,3,1,2,2,3,6,4,15,1
7,1,2,5,3,4,4,1,10,5,6,8,1,4,4,9,9,2,1,3,1,2,1,3,6,4,20,21
1,1,2,5,4,9,4,6,2,2,6,2,1,1,4,3,9,1,1,4,1,2,1,3,6,4,18,1
7,1,2,1,5,1,4,6,8,3,6,1,1,1,4,3,9,2,1,3,1,2,5,3,6,11,20,1
7,5,2,5,1,6,4,6,5,5,6,1,3,4,1,5,9,2,2,3,4,3,6,4,6,8,22,13
1,2,2,6,5,16,4,6,3,5,6,8,1,4,4,5,3,2,1,3,4,3,6,4,6,12,18,26
6,4,2,5,5,1,4,4,1,7,4,2,1,1,4,3,9,1,1,3,4,3,6,4,6,16,18,15
5,2,2,2,3,8,1,6,5,5,6,8,3,1,1,3,9,2,2,3,1,2,1,3,6,2,17,47
2,2,2,5,2,10,4,6,3,5,6,3,1,1,4,3,2,2,1,3,4,3,6,4,6,11,20,34
2,3,2,5,3,16,4,3,5,7,6,2,1,4,4,5,9,2,2,3,1,2,1,3,6,12,13,27
7,5,2,5,2,7,4,6,10,3,6,1,1,1,1,3,9,2,1,3,1,2,4,2,6,11,20,50
6,1,2,5,3,7,4,6,8,3,6,1,1,4,4,3,9,4,6,3,3,2,1,3,6,5,12,31
5,3,2,5,3,1,4,6,3,4,6,2,1,1,4,3,9,3,1,3,4,3,6,4,6,2,17,31
7,1,2,2,3,1,4,6,8,3,6,1,1,1,4,8,9,2,1,4,1,2,2,3,6,13,11,26
4,3,2,5,3,8,4,6,5,5,7,1,1,4,1,3,9,2,1,3,4,3,6,4,6,4,18,41
6,2,2,5,4,1,4,6,13,3,6,8,2,1,1,3,9,2,1,3,1,2,1,3,6,18,1,31
1,1,2,2,2,1,4,2,8,3,6,8,1,1,4,3,3,1,1,3,4,3,6,4,6,2,15,21
6,2,2,5,4,10,4,6,7,3,6,8,1,1,4,3,9,1,2,4,4,3,6,4,6,11,21,51
3,3,2,2,3,1,4,6,8,3,6,2,1,1,1,3,9,2,1,3,1,2,1,2,6,10,1,11
2,2,2,5,5,8,4,6,8,3,6,8,1,1,4,3,9,2,2,3,3,1,2,2,6,4,8,56
3,2,2,3,1,10,4,1,2,3,6,2,1,1,4,3,3,1,1,4,4,3,6,4,6,14,13,48
5,3,2,5,2,10,4,6,13,3,6,2,1,1,4,3,9,1,1,3,4,3,6,4,6,4,12,11
4,3,2,3,3,6,4,6,8,7,6,1,1,1,4,3,9,2,3,10,4,3,6,4,6,18,13,4
3,5,2,5,1,8,4,6,8,3,6,2,1,1,4,3,9,1,1,3,1,2,2,3,6,11,10,49
6,3,2,5,2,11,4,6,8,3,6,8,1,1,4,3,9,2,2,3,4,3,6,4,6,10,19,58
6,2,2,7,3,1,4,6,7,5,6,2,1,1,4,3,9,2,2,3,3,2,2,3,6,1,14,1
3,3,2,5,2,1,4,2,10,3,6,2,1,1,1,3,2,2,4,3,1,2,2,3,6,2,22,18
7,4,2,5,3,12,1,6,8,4,6,8,1,1,1,3,9,3,1,1,1,2,2,3,6,10,20,16
5,2,2,5,3,1,4,6,7,7,6,2,1,4,4,5,9,2,1,3,4,3,6,4,6,4,18,11
6,5,1,5,2,6,4,2,3,5,6,2,1,1,4,3,9,4,1,3,4,3,6,4,6,2,15,39
2,2,3,5,3,11,4,6,7,5,6,8,1,1,4,3,9,2,1,2,4,3,6,4,6,2,15,43
5,2,2,5,2,9,4,6,7,3,6,2,1,4,1,3,9,4,2,3,4,3,6,4,6,4,18,22
2,2,2,5,3,6,4,6,8,3,6,8,1,1,4,3,9,2,1,3,1,2,1,3,6,12,13,57
6,2,2,5,2,6,4,4,3,5,3,1,1,4,1,3,2,2,1,3,3,1,1,3,1,11,18,31
7,4,2,5,4,12,3,6,8,3,6,4,1,1,4,3,9,2,1,8,1,2,3,3,6,2,17,14
5,5,2,5,2,1,4,3,10,2,6,4,1,1,4,3,9,2,1,8,4,3,6,4,6,1,20,46
5,2,2,2,5,15,2,1,7,3,6,1,1,4,4,5,9,2,1,3,1,2,1,3,6,11,8,59
6,2,2,5,3,1,4,6,7,1,2,1,1,1,4,3,9,1,1,3,3,1,4,3,3,1,15,11
2,1,2,5,4,1,4,2,8,5,6,2,1,4,4,5,9,2,1,3,1,2,1,3,6,4,16,9
2,2,2,7,2,4,4,2,7,3,6,8,1,1,4,3,3,2,1,3,3,1,4,3,2,4,11,41
4,1,2,5,2,12,4,6,8,7,6,8,1,1,4,3,3,2,1,3,1,2,2,3,6,11,10,33
1,5,2,5,5,1,2,4,4,3,6,8,1,4,3,3,9,2,3,3,2,1,4,3,6,11,14,14
4,1,2,2,4,4,4,6,7,3,6,8,1,1,4,3,9,2,1,10,4,3,6,4,6,10,12,29
1,1,2,5,3,1,4,6,14,7,6,1,1,1,4,3,3,2,2,3,4,3,6,4,6,4,18,44
3,1,2,5,3,6,4,4,3,5,3,1,1,1,1,3,9,3,3,3,4,3,6,4,6,10,1,2
6,4,2,5,3,1,4,6,8,1,4,8,1,1,4,3,9,2,1,3,1,2,5,2,6,4,12,21
3,2,2,5,4,16,1,3,3,3,6,8,1,1,4,1,9,2,2,2,4,3,6,4,6,5,16,21
5,2,2,3,1,11,4,4,6,3,6,8,1,1,4,3,2,2,2,10,2,2,5,3,6,11,16,43
4,2,2,5,1,13,4,2,8,5,6,8,1,1,4,3,3,3,6,3,2,1,1,3,6,1,17,8
6,1,2,7,5,9,4,6,7,5,6,8,1,1,4,3,2,2,1,2,4,3,6,4,6,6,18,7
5,3,2,4,1,6,4,2,8,5,4,1,1,4,1,3,9,1,1,8,4,3,6,4,6,2,20,16
5,1,2,3,2,1,4,6,8,5,6,8,1,1,4,3,3,2,1,3,1,2,2,2,6,2,17,37
7,3,2,5,2,15,4,3,8,5,6,8,1,4,4,5,3,2,1,3,1,2,1,3,6,10,16,31
3,2,2,5,3,6,4,4,3,3,5,2,4,1,4,3,3,2,1,3,4,3,6,4,6,4,11,23
2,4,2,5,2,15,4,6,13,3,6,8,1,1,1,3,9,2,1,3,4,3,6,4,6,1,21,36
2,3,2,2,1,1,4,6,7,3,6,8,1,1,4,3,9,2,1,3,2,1,2,3,6,17,15,50
7,1,2,3,3,10,4,4,7,3,6,1,1,1,1,3,3,2,2,3,3,2,5,3,2,13,22,47
6,1,2,2,1,5,1,6,8,1,6,2,1,1,4,3,9,2,1,3,1,1,1,3,6,4,15,41
4,2,2,5,2,9,4,6,8,3,6,8,1,1,1,3,3,2,1,3,4,3,6,4,6,11,22,31
2,3,2,5,4,6,4,6,7,7,8,1,1,1,4,3,2,1,1,5,4,3,6,4,6,11,10,32
5,1,2,5,3,9,4,6,6,7,6,8,1,1,4,5,9,3,1,10,4,3,6,4,6,17,8,51
1,1,2,5,3,12,4,6,8,5,6,8,1,1,4,3,9,1,1,4,3,1,3,3,2,10,16,1
5,2,2,5,4,1,4,6,3,1,6,8,1,4,4,3,9,2,1,3,4,3,6,4,6,2,10,57
4,1,2,5,3,5,4,6,7,7,6,2,1,1,4,3,9,1,1,9,1,2,2,3,6,11,8,11
6,2,2,5,3,14,4,6,8,5,6,8,1,1,4,3,9,1,2,3,1,2,1,3,6,4,17,31
2,3,2,5,2,10,4,6,7,1,6,8,1,4,1,5,9,1,1,3,1,1,2,3,6,10,16,32
5,2,2,3,4,1,4,5,10,3,6,8,1,1,4,3,9,2,1,3,2,1,4,3,6,10,10,58
5,3,2,5,5,1,4,6,7,3,6,2,1,1,4,3,9,4,1,3,1,2,1,3,6,5,19,31
1,3,2,5,4,6,4,6,8,2,1,8,1,1,4,3,9,2,1,3,1,2,2,3,6,4,16,41
5,4,2,2,3,8,4,6,7,5,6,2,1,1,4,3,9,2,1,3,4,3,6,4,6,6,18,31
4,2,2,5,1,1,4,6,10,3,6,2,1,1,1,3,9,2,2,3,4,3,6,4,6,2,20,21
6,1,2,2,2,11,4,6,10,3,6,1,1,1,1,3,9,2,1,3,3,2,2,3,1,10,19,41
7,1,2,7,3,1,4,6,5,5,6,2,1,1,4,3,7,2,4,4,1,1,5,3,6,11,19,47
1,1,2,2,4,15,4,6,8,3,6,8,1,1,4,3,9,2,1,13,2,2,1,3,6,2,13,31
7,2,2,5,3,6,4,6,7,1,6,2,1,1,4,3,9,2,1,3,1,1,3,3,6,1,19,13
3,1,2,5,3,13,4,6,8,5,6,1,1,1,1,3,9,2,2,3,4,3,6,4,6,2,22,31
6,1,2,2,3,6,4,4,10,5,6,1,1,1,4,3,9,1,1,5,4,3,6,4,6,10,13,2
3,1,2,5,5,15,4,6,7,3,6,8,1,1,1,3,9,2,2,9,2,1,5,3,6,2,21,47
7,2,2,2,3,5,4,6,7,5,6,1,1,1,4,3,9,2,1,3,1,2,2,3,6,18,18,36
2,5,2,2,3,1,4,6,2,3,6,1,1,1,4,3,9,4,5,5,2,1,4,3,6,13,19,49
6,3,2,5,4,6,4,4,3,3,4,2,1,4,4,5,3,2,4,3,2,2,3,2,6,2,16,31
1,2,2,5,3,6,4,6,8,3,6,1,1,1,4,3,9,2,1,3,2,2,2,3,6,10,12,15
2,1,2,5,3,1,4,6,8,5,6,8,1,1,4,3,9,1,1,3,1,2,2,3,6,8,16,51
3,2,2,5,6,11,4,4,7,3,6,8,1,4,4,5,3,2,2,8,1,2,2,3,6,4,18,10
7,3,2,5,2,8,4,6,8,3,6,8,1,1,1,3,3,2,1,3,4,3,6,4,6,1,15,60
7,5,2,5,1,10,4,6,8,5,6,6,1,1,4,3,3,2,1,3,3,1,2,3,6,13,19,11
6,2,2,2,4,8,4,1,8,3,6,2,1,1,4,3,9,1,1,3,4,3,6,4,6,4,19,9
7,2,2,5,3,1,4,3,8,1,2,2,1,1,4,3,9,2,3,3,2,2,5,3,6,1,16,5
3,1,2,2,2,8,4,6,7,5,6,2,1,1,4,3,9,2,1,4,1,1,5,3,6,4,10,14
3,1,2,5,5,6,4,6,7,1,2,8,1,1,4,3,9,1,1,3,1,2,1,3,6,10,9,56
7,1,2,5,4,11,4,6,8,5,6,1,1,1,4,3,9,2,1,3,4,3,6,4,6,13,9,21
1,2,2,5,2,12,4,6,2,7,6,2,1,4,4,5,9,2,4,5,4,3,6,4,6,9,14,35
7,5,1,5,2,1,4,1,8,5,6,8,1,1,4,3,9,3,1,3,1,1,2,3,6,11,15,16
4,1,2,1,4,1,4,3,7,3,6,1,1,1,4,3,9,2,1,3,1,2,4,2,6,12,16,49
6,2,2,5,3,6,4,6,7,3,6,8,1,1,4,3,9,1,1,10,1,1,4,3,6,10,19,14
2,1,2,5,4,10,4,6,7,5,6,8,1,1,4,3,9,3,1,10,1,2,1,3,6,1,17,6
1,2,2,5,2,5,4,3,7,3,7,8,1,1,1,3,9,2,1,3,4,3,6,4,6,12,22,7
1,1,2,3,1,1,4,1,10,5,4,1,1,1,1,3,3,2,1,4,2,1,1,3,6,1,1,32
4,4,2,5,5,6,4,3,8,3,6,2,1,4,4,3,9,1,4,4,4,3,6,4,6,13,19,56
5,2,2,5,4,6,4,3,7,5,8,8,1,1,4,3,9,1,1,3,1,2,1,3,6,18,18,31
2,1,2,5,1,11,4,3,8,3,6,2,1,1,4,3,5,2,1,8,1,2,5,2,6,13,16,51
5,1,2,5,3,1,1,6,10,3,6,2,1,1,4,5,9,1,1,3,1,2,1,2,6,2,9,21
4,2,2,5,2,11,4,1,8,1,6,8,1,1,1,3,7,3,1,3,4,3,6,4,6,4,15,46
7,3,1,5,3,8,4,2,10,3,6,8,1,1,4,3,2,3,1,3,1,1,4,3,6,1,12,20
5,4,2,5,3,8,4,6,7,1,6,4,1,1,4,3,9,2,2,3,4,3,6,4,6,1,19,38
2,5,2,1,3,15,1,6,10,3,6,2,1,1,4,3,7,2,1,3,1,1,1,3,6,1,14,51
2,3,2,2,3,8,4,2,7,3,7,8,1,4,1,4,9,2,1,3,4,3,6,4,6,13,16,9
5,1,2,5,1,8,4,6,8,3,6,8,1,1,4,3,7,2,1,3,1,2,2,3,6,2,8,52
7,1,2,5,3,5,1,5,10,3,6,8,1,1,4,3,9,2,2,3,1,2,1,3,6,11,9,40
4,2,2,5,3,8,4,6,7,1,6,2,1,1,4,3,9,2,3,3,1,2,1,3,6,2,12,11
1,3,2,5,4,6,1,2,10,3,6,8,1,1,4,3,9,2,2,3,4,3,6,4,6,2,11,2
1,5,1,5,3,17,2,3,7,3,2,1,1,1,1,3,9,2,1,3,1,2,3,3,6,10,22,34
2,2,2,5,1,1,4,6,8,3,6,2,1,4,4,8,9,2,2,3,2,1,4,3,6,1,16,37
3,2,2,5,3,1,4,6,10,4,6,8,2,4,4,3,2,2,4,5,4,3,6,4,6,10,16,5
6,3,2,2,3,1,4,6,7,1,6,8,1,1,4,3,2,2,1,5,1,2,1,3,6,11,9,1
4,1,2,5,3,10,4,4,1,7,4,1,1,1,1,3,9,2,5,3,2,1,5,3,6,10,23,31
2,5,1,5,2,5,4,2,8,5,6,8,1,4,4,5,9,2,1,3,1,2,4,3,6,1,19,57
1,2,2,5,5,6,4,3,8,5,6,1,1,1,1,3,2,3,5,1,1,2,1,3,6,12,20,29
3,2,2,5,4,8,2,3,7,3,2,2,1,1,4,3,9,1,1,3,1,2,2,3,6,1,13,31
2,1,2,2,5,15,4,2,7,3,6,8,1,4,4,5,9,3,1,3,4,3,6,4,6,1,15,51
6,2,2,2,3,3,4,6,2,5,6,1,1,4,4,9,9,1,1,3,1,2,1,3,6,19,19,45
1,2,2,2,3,1,4,3,7,3,6,3,1,1,4,3,2,2,1,1,4,3,6,4,6,13,8,26
3,1,2,5,1,15,4,6,3,3,6,2,3,1,4,3,7,2,2,4,4,3,6,4,6,12,19,11
2,1,2,5,2,15,4,6,7,3,6,2,1,4,1,6,9,2,2,3,1,2,1,3,6,2,4,56
2,2,2,5,3,8,4,6,10,1,6,8,1,1,4,3,9,1,1,3,3,1,5,3,3,10,17,21
2,1,2,5,1,1,1,6,3,3,6,8,1,1,4,3,9,2,1,3,4,3,6,4,6,18,13,56
4,5,2,5,4,1,4,6,8,1,6,2,1,1,1,3,9,4,2,3,4,3,6,4,6,12,3,13
3,1,2,3,4,6,4,4,8,3,6,2,1,1,1,3,9,3,3,3,4,3,6,4,6,11,1,11
7,2,2,5,3,6,4,3,8,3,9,1,1,4,4,3,9,1,1,3,1,2,1,3,6,19,15,24
6,3,2,5,4,8,1,6,10,7,6,2,1,1,4,3,3,2,2,3,1,2,4,3,6,2,13,38
4,5,2,5,1,5,4,6,8,2,6,8,1,4,4,5,9,1,2,3,4,3,6,4,6,11,21,17
7,5,2,5,4,1,4,2,10,5,6,2,1,1,1,3,9,1,1,3,3,2,2,3,4,2,18,18
5,3,2,5,3,6,1,6,7,2,6,8,1,1,4,3,9,2,1,9,4,3,6,4,6,11,8,46
1,5,2,2,3,1,4,6,5,7,6,2,1,1,4,3,3,2,2,3,1,2,1,3,6,14,20,33
6,1,2,5,3,6,4,2,10,1,6,8,1,4,1,9,9,2,1,3,4,3,6,4,6,3,19,41
7,2,2,5,1,1,4,6,2,2,7,2,1,1,4,3,9,2,1,3,1,2,2,3,6,4,18,26
3,3,2,5,2,1,4,2,4,2,6,2,1,1,4,3,9,2,1,3,3,2,4,3,6,11,13,21
3,1,2,5,4,6,4,2,10,5,6,8,1,4,1,5,9,2,1,3,4,3,6,4,6,11,5,58
5,2,2,5,3,1,4,6,5,5,7,1,1,1,4,3,9,4,1,3,1,2,1,3,6,4,12,11
1,1,2,5,2,5,4,6,3,2,6,8,1,1,4,3,9,2,1,4,3,1,2,2,2,2,19,41
2,1,2,2,3,6,4,3,10,3,6,8,1,1,4,3,3,2,1,3,1,2,4,3,6,2,16,17
7,1,2,5,3,5,4,2,7,5,6,1,1,1,1,3,2,2,1,4,4,3,6,4,6,13,20,34
3,2,2,5,4,6,4,6,2,3,6,8,3,1,1,3,4,2,1,3,2,2,4,3,6,11,23,36
1,3,2,5,1,12,4,2,8,3,7,8,1,1,4,3,9,1,1,3,1,2,1,3,6,13,15,44
7,3,2,2,1,1,4,2,10,1,6,2,1,1,4,3,9,2,1,3,2,1,2,3,6,13,21,5
3,1,2,5,2,6,4,6,6,5,6,2,1,1,4,3,9,1,1,3,1,2,2,3,6,1,20,31
5,3,2,3,1,10,4,3,7,5,6,2,1,1,4,3,9,2,2,2,4,3,6,4,6,13,19,21
2,4,2,5,3,6,4,1,5,7,6,4,1,1,4,3,9,2,6,3,3,1,1,2,2,4,17,56
7,2,2,5,4,8,4,2,7,3,6,1,5,1,4,8,2,2,1,5,4,3,6,4,6,10,8,48
7,2,2,3,1,6,4,2,10,5,4,2,1,4,4,4,9,2,1,3,1,2,2,3,6,11,9,1
2,5,2,2,3,1,1,6,3,1,6,2,1,1,4,3,9,2,1,3,1,2,2,3,6,11,9,41
3,2,2,5,3,8,4,6,10,3,6,8,1,1,4,3,9,2,2,3,1,2,3,3,6,11,19,1
5,1,2,5,2,15,4,2,8,3,6,3,1,1,1,3,2,2,1,5,1,2,1,3,6,11,21,1
3,1,2,5,4,1,4,6,8,5,6,1,1,4,1,5,9,3,1,3,1,2,1,3,6,6,7,13
7,2,2,5,6,1,4,1,8,3,6,8,1,4,1,4,9,2,1,3,1,1,2,3,6,14,18,1
2,4,2,5,2,6,4,6,7,3,7,8,1,1,4,3,3,1,1,3,4,3,6,4,6,2,16,23
5,3,2,3,1,1,4,2,8,5,6,8,1,1,4,3,9,2,3,3,4,3,6,4,6,10,14,47
5,1,2,5,4,12,4,1,8,3,6,8,1,1,4,3,9,2,1,3,2,1,1,3,6,4,11,16
6,1,2,2,3,1,4,2,10,5,6,1,1,1,4,3,9,1,1,3,1,2,2,3,6,2,11,13
4,1,2,5,2,1,4,6,8,7,6,1,1,4,4,5,9,2,3,3,4,3,6,4,6,5,14,23
5,2,2,5,5,1,4,1,8,7,6,8,1,4,4,3,9,1,1,3,4,3,6,4,6,2,16,48
6,3,3,3,1,12,4,6,7,3,6,1,1,1,4,3,9,2,1,3,4,3,6,4,6,2,11,6
6,1,2,5,3,1,1,6,7,2,6,8,1,1,4,3,3,2,1,3,1,2,1,2,6,3,19,6
7,2,2,5,3,5,4,6,7,5,6,1,1,4,1,9,2,2,1,3,1,2,1,3,6,2,8,31
6,4,2,5,4,9,1,2,2,5,6,3,1,1,4,3,9,2,2,3,1,2,2,3,6,14,14,37
2,2,2,5,1,8,1,6,7,3,1,2,1,4,4,1,9,1,1,3,1,1,1,3,6,2,16,26
7,3,2,5,3,1,4,6,10,3,6,8,1,1,1,3,7,2,2,3,1,2,1,3,6,4,9,26
